path,name,category,status,description,classes,functions,lines,size_bytes,modified,author,todo_count
planning/src/goals/threat-hold-bridge.ts,threat-hold-bridge.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Threat→Hold Bridge (A1) * * Wires the ThreatPerceptionManager (mc-interface, GET /safety) to the * GoalHoldManager (planning) so that active goal-bound tasks are paused * when the bot is under threat and resumed when the threat subsides.",,"shouldHold, fetchThreatSignal, evaluateThreatHolds",260,9000,2026-02-02T15:21:40.290236,,0
planning/src/goals/verifier-registry.ts,verifier-registry.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides a registry of verifier functions for validating task completion within the conscious-bot planning module. Implements the verify_ShelterV0 verifier to determine if a task's target area is sheltered by the environment. Ensures each verifier is time-bounded, idempotent, and side-effect free to maintain reliable goal validation.",VerifierRegistry,"verifyShelterV0, createDefaultVerifierRegistry",216,6794,2026-02-01T06:32:22.577532,,0
planning/src/golden-run-recorder.ts,golden-run-recorder.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Provides execution logging for conscious-bot planning decisions. Records step details such as run_id, decision leaf, and runtime config. Enables tracking of Sterling server mode and runtime state during task execution.",GoldenRunRecorder,"toDispatchResult, deriveLoopStarted, isValidGoldenRunBanner, sanitizeRunId, isObject",654,22002,2026-02-07T16:00:02.440968,,0
planning/src/hierarchical-planner/cognitive-router.ts,cognitive-router.ts,"Task integration, Sterling solver, cognitive thought processor",stable,"* Cognitive Task Router * * Implements HRM-inspired task routing between LLM and structured reasoning * Based on the integration plan: ""Mixture-of-Experts Routing"" (lines 67-68) * * Routes problems to: * - LLM: Natural language, open-ended queries, social reasoning * - HRM-Style: Structured puzzles, navigation, logic problems * * @author @darianrosebrook",CognitiveTaskRouter,"createCognitiveRouter, routeTask",725,19839,2025-08-31T11:04:13.069265,@darianrosebrook,0
planning/src/hierarchical-planner/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Hierarchical Planning Module * * Retains CognitiveTaskRouter for task routing decisions. * Legacy planners (HRM, HTN, IntegratedPlanningSystem) have been retired. * New hierarchical macro/micro planning lives in ../hierarchical/. * * @author @darianrosebrook",,,34,948,2026-02-01T01:50:00.243342,@darianrosebrook,0
planning/src/hierarchical-planner/plan-decomposer.ts,plan-decomposer.ts,"Task integration, Sterling solver, cognitive thought processor",active,Implements macro-planner-based hierarchical task decomposition for the conscious-bot.,,"decomposeToPlan, goalTypeToRequirementKind",183,5415,2026-02-01T16:13:49.161785,@darianrosebrook,0
planning/src/hierarchical-planner/task-network.ts,task-network.ts,"Task integration, Sterling solver, cognitive thought processor",stable,", the hierarchical-planner module in conscious-bot defines task network structures where each Task has a name and optional child subTasks, enabling structured reasoning and dependency traversal for goal-oriented planning.",,,18,261,2025-08-21T11:10:01.215417,@darianrosebrook,0
planning/src/hierarchical/edge-decomposer.ts,edge-decomposer.ts,"Task integration, Sterling solver, cognitive thought processor",active,Handles unknown macro-edge patterns by signaling a 'decomposition_gap' and blocking execution.,,"registerDecomposition, decomposeEdge",211,5902,2026-02-01T15:59:26.734503,@darianrosebrook,0
planning/src/hierarchical/feedback-integration.ts,feedback-integration.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Feedback Integration (E.3) * * Orchestrates the plan→execute→feedback→replan cycle: * - Holds MacroPlanner + FeedbackStore + active plan * - startEdge() creates a session * - reportStepOutcome() records leaf step results * - completeEdge() finalizes, records outcome, checks shouldReplan * * EMA cost update is explicit and bounded (no learning→semantics leak). * * @author @darianrosebrook",FeedbackIntegration,,154,4605,2026-02-01T15:59:43.743366,@darianrosebrook,0
planning/src/hierarchical/feedback.ts,feedback.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides macro cost updates by aggregating micro execution outcomes and maintaining edge cost history for the conscious-bot's hierarchical planner. Tracks consecutive failures and enforces safe replan thresholds via EMA. Ensures topology remains intact while updating learned costs during execution.,FeedbackStore,,275,8607,2026-02-01T02:11:15.253194,@dar,0
planning/src/hierarchical/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Hierarchical Planning Module — Macro/Micro Planning (Rig E) * * @author @darianrosebrook,,,62,1474,2026-02-01T15:59:50.556208,@darianrosebrook,0
planning/src/hierarchical/macro-planner.ts,macro-planner.ts,"Task integration, Sterling solver, cognitive thought processor",active,Implements macro-pathfinding between abstract contexts using a Dijkstra-based algorithm. Constructs and maintains a static graph of contexts and learned execution costs. Enforces cost-aware routing to satisfy high-level task requirements via registered mappings.,MacroPlanner,buildDefaultMinecraftGraph,368,10734,2026-02-01T02:51:46.970696,@darianrosebrook,0
planning/src/hierarchical/macro-state.ts,macro-state.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides a registry of valid macro contexts for hierarchical planning in the conscious-bot architecture.,ContextRegistry,"computeEdgeId, computeMacroPlanDigest, createMacroEdgeSession, finalizeSession",237,6750,2026-02-01T02:51:46.970140,@darianrosebrook,0
planning/src/hierarchical/signals.ts,signals.ts,"Task integration, Sterling solver, cognitive thought processor",active,", RigESignals module collects and exposes key metrics from the conscious-bot's hierarchical planning process, providing runtime configuration status, plan depth, cost estimates, context usage, and determinism digest for monitoring and evaluation.",,"looksLikeCoordinate, collectRigESignals",146,5503,2026-02-01T02:10:35.023805,@darianrosebrook,0
planning/src/hierarchical/world-graph-builder.ts,world-graph-builder.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Contextualizes Minecraft regions by mapping biome and structure locations to resource zones, extracting adjacency and requirement information for macro-planning. Generates resource requirement graphs from zone metadata and structure adjacency. Enables the MacroPlanner to reason about available resources and spatial relationships.",,buildWorldGraph,125,3953,2026-02-01T15:59:03.094115,@darianrosebrook,0
planning/src/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,"* Planning and goal management system for conscious bot * * This package provides: * - Goal formulation and homeostasis monitoring * - Cognitive task routing * - Sterling solver integration (crafting, building, tool progression) * - Reactive execution with safety reflexes * - Capability-aware action plan routing * * Legacy planners (HRM, GOAP planTo, HTN decompose, IntegratedPlanningCoordinator)...",,,133,3740,2026-02-01T03:03:40.703591,@darianrose,0
planning/src/interfaces/goal-manager.ts,goal-manager.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Implements goal management for the conscious-bot planner, allowing creation, update, and status tracking of goals via methods like listGoals, reprioritize, and complete. Provides hooks for dependency injection to modify goal priorities and lifecycle state. Ensures coordination between planning and cognitive modules through goal handling functions.",,,16,450,2026-02-01T03:03:40.660949,@darianrosebrook,0
planning/src/interfaces/index.ts,index.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Planning interfaces for dependency injection * * @author @darianrosebrook,,,9,262,2026-02-01T03:03:40.653589,@darianrosebrook,0
planning/src/interfaces/reactive-executor.ts,reactive-executor.ts,"Task integration, Sterling solver, cognitive thought processor",active,* Reactive executor interface for dependency injection * * @author @darianrosebrook,,,9,175,2026-02-01T03:03:40.703775,@darianrosebrook,0
planning/src/interfaces/task-integration.ts,task-integration.ts,"Task integration, Sterling solver, cognitive thought processor",active,"Contextually links planning tasks to available solvers and manages step execution lifecycle within the cognitive planner of the conscious-bot architecture. Provides methods to register solvers, control step progression (start, annotate, add before current), and manage task state transitions. Central to task orchestration and solver delegation in the conscious-bot planning system.",,,49,2012,2026-02-02T23:57:05.118918,@darianrosebrook,0
planning/src/live-stream-integration.ts,live-stream-integration.ts,"Task integration, Sterling solver, cognitive thought processor",active,Provides real-time integration with external stream data sources to feed the planning module. Manages action logs and visual feedback events for real-time status updates.,LiveStreamIntegration,,692,18135,2026-02-01T14:12:34.133982,@darianrosebrook,0
